ID,Food Name,Category,kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,fiber_g_100g,sugars_g_100g,sodium_mg_100g
2573,Zesty Farro,Grain,316,7.8,61.3,3.5,5.2,4.6,8,0.39,3.06,0.35
2574,Crispy Salmon,Fish,157,29.9,0.3,7.5,0.0,0.4,55,1.49,0.01,0.75
2575,Crispy Shrimp,Fish,100,20.6,0.4,4.3,0.1,0.2,71,1.03,0.02,0.43
2576,Tender Yogurt,Dairy,346,27.9,10.5,34.0,0.1,5.0,631,1.4,0.53,3.4
2577,Glazed Millet,Grain,301,12.9,58.6,5.2,10.3,4.3,3,0.65,2.93,0.52
2578,Grilled Broccoli,Vegetable,58,1.5,9.6,0.4,2.3,3.6,17,0.07,0.48,0.04
2579,Golden Beet,Vegetable,30,2.0,3.7,0.2,2.6,3.3,35,0.1,0.18,0.02
2580,Whole Lamb,Meat,303,16.1,0.4,6.0,0.1,0.5,63,0.81,0.02,0.6
2581,Fresh Orange Juice,Beverage,53,1.2,10.0,0.4,0.4,9.3,26,0.06,0.5,0.04
2582,Crispy Apple,Fruit,39,1.0,20.9,0.4,3.8,6.8,1,0.05,1.04,0.04
2583,Smoked Walnuts,Nut/Seed,630,18.3,16.5,47.0,5.5,2.2,6,0.92,0.82,4.7
2584,Golden Mackerel,Fish,179,27.7,0.9,13.4,0.1,0.3,113,1.39,0.04,1.34
2585,Glazed Mustard,Condiment,223,0.8,8.8,16.5,1.0,5.6,1053,0.04,0.44,1.65
2586,Golden Ketchup,Condiment,231,2.8,20.1,12.4,0.4,21.3,1846,0.14,1.01,1.24
2587,Zesty Pumpkin Seeds,Nut/Seed,521,15.8,22.0,58.0,6.7,7.9,4,0.79,1.1,5.8
2588,Organic Kefir,Dairy,59,10.7,12.2,8.9,0.0,23.6,37,0.53,0.61,0.89
2589,Hearty Apple Juice,Beverage,67,1.4,8.0,0.3,0.9,12.5,33,0.07,0.4,0.03
2590,Roasted Quinoa,Grain,265,11.0,69.7,5.2,5.3,2.1,8,0.55,3.49,0.52
2591,Hearty Soybeans,Legume,156,11.8,21.2,2.5,6.2,2.5,8,0.59,1.06,0.25
2592,Grilled Beef,Meat,199,21.0,0.2,20.0,0.1,0.3,84,1.05,0.01,2.0
2593,Golden Peanuts,Nut/Seed,600,14.2,21.2,48.6,7.1,7.0,8,0.71,1.06,4.86
2594,Organic Croissant,Bakery,364,6.8,52.2,3.2,3.4,17.6,509,0.34,2.61,0.32
2595,Tender Kefir,Dairy,96,19.0,22.4,20.9,0.0,6.9,511,0.95,1.12,2.09
2596,Crispy Milk,Dairy,248,3.7,6.4,17.3,0.1,27.2,488,0.18,0.32,1.73
2597,Organic Bulgur,Grain,325,13.9,65.5,5.8,9.2,4.5,2,0.7,3.27,0.58
2598,Fresh Shrimp,Fish,186,26.6,0.5,3.2,0.0,0.2,89,1.33,0.03,0.32
2599,Crispy Berry Mix,Fruit,34,0.6,11.0,0.8,3.1,6.5,1,0.03,0.55,0.08
2600,Smoked Kefir,Dairy,59,23.6,9.4,6.8,0.1,4.2,732,1.18,0.47,0.68
2601,Roasted Kiwi,Fruit,64,1.3,13.0,0.2,4.6,15.7,2,0.07,0.65,0.02
2602,Organic Pinto Beans,Legume,156,7.6,19.0,0.8,10.2,0.6,7,0.38,0.95,0.08
2603,Organic Kidney Beans,Legume,111,11.2,25.8,3.0,8.1,2.8,2,0.56,1.29,0.3
2604,Hearty Bagel,Bakery,419,6.4,48.3,7.7,4.9,10.9,244,0.32,2.42,0.77
2605,Golden Trail Mix,Snack,453,4.8,67.9,19.3,5.3,21.1,751,0.24,3.4,1.93
2606,Tender Peas,Legume,146,11.5,23.3,0.8,9.1,1.3,6,0.57,1.17,0.08
2607,Crispy Iced Tea,Beverage,37,1.2,14.3,0.7,0.1,15.4,26,0.06,0.72,0.07
2608,Organic Kefir,Dairy,357,24.5,9.1,6.3,0.1,15.9,60,1.23,0.45,0.63
2609,Toasted Millet,Grain,344,14.0,76.9,8.0,6.4,2.6,6,0.7,3.85,0.8
2610,Organic Soybeans,Legume,116,11.4,23.7,1.8,6.2,0.5,3,0.57,1.19,0.18
2611,Grilled Walnuts,Nut/Seed,565,19.5,7.9,42.2,5.2,5.2,9,0.97,0.4,4.22
2612,Zesty Cashews,Nut/Seed,568,18.9,10.6,41.1,8.0,4.0,10,0.94,0.53,4.11
2613,Crispy Soda,Beverage,63,1.0,3.4,0.5,1.0,12.7,40,0.05,0.17,0.05
2614,Zesty Almonds,Nut/Seed,659,13.1,12.9,63.3,10.0,1.7,5,0.66,0.65,6.33
2615,Fresh Orange,Fruit,43,1.3,13.9,0.1,3.7,16.6,4,0.07,0.7,0.01
2616,Whole Mayonnaise,Condiment,2,2.0,0.2,40.3,2.0,2.6,2215,0.1,0.01,4.03
2617,Golden Water,Beverage,41,0.5,5.3,0.9,1.0,6.3,49,0.03,0.27,0.09
2618,Tender Cashews,Nut/Seed,606,24.1,18.5,43.7,12.9,3.1,5,1.21,0.93,4.37
2619,Crispy Iced Tea,Beverage,31,0.9,4.4,0.6,0.5,17.4,21,0.04,0.22,0.06
2620,Fresh Apple Juice,Beverage,59,0.9,8.4,0.6,0.5,14.6,10,0.04,0.42,0.06
2621,Creamy Wheat Pasta,Grain,253,12.4,58.1,2.7,5.5,5.0,3,0.62,2.91,0.27
2622,Smoked Hot Sauce,Condiment,342,0.1,2.0,28.2,0.6,15.9,193,0.01,0.1,2.82
2623,Toasted Iced Tea,Beverage,29,1.1,5.6,0.5,0.1,8.1,42,0.06,0.28,0.05
2624,Smoked Peach,Fruit,71,0.4,14.8,0.7,5.0,16.8,5,0.02,0.74,0.07
2625,Tender Banana,Fruit,42,0.2,18.6,0.4,1.2,15.5,2,0.01,0.93,0.04
2626,Whole Mustard,Condiment,147,1.3,28.3,19.6,0.9,6.4,1700,0.07,1.42,1.96
2627,Organic Bread,Bakery,352,6.1,63.1,9.9,6.4,18.6,259,0.3,3.16,0.99
2628,Grilled Pumpkin Seeds,Nut/Seed,601,21.1,11.0,49.0,7.6,7.8,10,1.06,0.55,4.9
2629,Toasted Pork,Meat,208,17.2,0.5,4.1,0.0,0.3,70,0.86,0.03,0.41
2630,Whole Kiwi,Fruit,73,1.4,15.5,0.5,1.1,15.9,1,0.07,0.78,0.05
2631,Organic Walnuts,Nut/Seed,576,12.0,5.7,61.0,8.4,6.6,1,0.6,0.29,6.1
2632,Spiced Black Beans,Legume,157,8.0,26.9,2.5,6.9,1.8,15,0.4,1.34,0.25
2633,Organic Zucchini,Vegetable,21,2.0,8.9,0.3,3.1,5.6,19,0.1,0.45,0.03
2634,Roasted Coffee,Beverage,2,1.4,6.8,0.6,0.5,13.0,46,0.07,0.34,0.06
2635,Whole Energy Drink,Beverage,44,1.2,19.5,0.4,0.3,1.1,28,0.06,0.97,0.04
2636,Zesty Sausage,Meat,209,22.7,1.5,14.5,0.1,0.1,76,1.14,0.07,1.45
2637,Tender Chicken Breast,Meat,253,24.2,1.1,9.6,0.1,0.2,100,1.21,0.06,0.96
2638,Creamy Iced Tea,Beverage,9,0.8,9.1,0.5,0.0,19.4,13,0.04,0.45,0.05
2639,Fresh Almonds,Nut/Seed,522,21.9,23.2,54.7,6.8,5.2,2,1.09,1.16,5.47
2640,Whole Mayonnaise,Condiment,89,2.1,13.4,32.6,1.8,1.7,1632,0.11,0.67,3.26
2641,Glazed Crackers,Snack,457,8.4,51.4,23.0,2.2,21.0,411,0.42,2.57,2.3
2642,Zesty Pepper,Vegetable,22,1.7,8.9,0.4,3.1,4.1,23,0.08,0.45,0.04
2643,Fresh Skyr,Dairy,248,7.7,9.8,24.9,0.2,5.5,83,0.39,0.49,2.49
2644,Tender Salad Dressing,Condiment,235,1.0,11.2,24.1,2.4,21.2,1082,0.05,0.56,2.41
2645,Organic Pork,Meat,253,20.7,1.3,12.3,0.0,0.3,66,1.03,0.07,1.23
2646,Tender Lentils,Legume,165,7.3,16.0,2.4,11.8,1.2,5,0.36,0.8,0.24
2647,Tender Kiwi,Fruit,80,0.9,13.7,0.7,5.8,11.7,4,0.04,0.68,0.07
2648,Spiced Pistachios,Nut/Seed,654,15.0,5.3,63.5,9.0,5.7,2,0.75,0.27,6.35
2649,Smoked Pineapple,Fruit,41,1.2,16.2,0.5,4.4,8.5,2,0.06,0.81,0.05
2650,Fresh Cod,Fish,202,19.3,1.0,1.9,0.2,0.1,119,0.97,0.05,0.19
2651,Hearty Skyr,Dairy,204,16.7,7.5,15.1,0.0,14.6,399,0.83,0.38,1.51
2652,Roasted Spinach,Vegetable,48,1.3,3.2,0.3,2.3,1.1,27,0.07,0.16,0.03
2653,Creamy Almonds,Nut/Seed,597,14.4,7.2,51.8,7.5,7.6,3,0.72,0.36,5.18
2654,Glazed Crackers,Snack,431,6.9,54.6,31.4,1.3,11.2,487,0.35,2.73,3.14
2655,Smoked BBQ Sauce,Condiment,61,4.1,17.4,5.0,2.3,10.8,1792,0.2,0.87,0.5
2656,Hearty Lentils,Legume,125,9.3,18.4,0.9,9.2,1.1,8,0.47,0.92,0.09
2657,Tender Ketchup,Condiment,211,2.5,10.8,33.0,0.6,18.7,2003,0.12,0.54,3.3
2658,Creamy Lentils,Legume,171,9.7,21.8,0.7,6.8,1.5,7,0.48,1.09,0.07
2659,Hearty Zucchini,Vegetable,26,2.3,7.9,0.5,1.6,1.9,28,0.11,0.4,0.05
2660,Fresh BBQ Sauce,Condiment,25,3.1,3.1,1.3,2.2,14.8,1790,0.15,0.15,0.13
2661,Hearty Chicken Breast,Meat,145,19.3,0.6,17.8,0.2,0.3,75,0.97,0.03,1.78
2662,Glazed Kefir,Dairy,266,4.4,22.5,17.0,0.1,14.5,206,0.22,1.12,1.7
2663,Spiced Bread,Bakery,287,9.6,48.6,11.8,7.1,17.6,684,0.48,2.43,1.18
2664,Golden Quinoa,Grain,299,8.7,68.0,6.1,5.6,4.2,1,0.43,3.4,0.61
2665,Zesty Beef,Meat,151,24.1,1.3,21.5,0.2,0.5,67,1.21,0.07,2.15
2666,Whole Beef,Meat,132,26.1,0.1,7.9,0.1,0.0,100,1.31,0.01,0.79
2667,Whole Coffee,Beverage,72,1.2,15.4,0.2,0.5,15.8,26,0.06,0.77,0.02
2668,Crispy Soda,Beverage,11,0.8,10.8,0.4,0.9,15.7,7,0.04,0.54,0.04
2669,Golden Sardines,Fish,103,23.6,0.9,2.4,0.0,0.3,60,1.18,0.04,0.24
2670,Roasted Trail Mix,Snack,490,4.0,55.2,20.3,4.6,33.3,558,0.2,2.76,2.03
2671,Creamy Banana,Fruit,57,1.3,17.7,0.3,5.3,14.6,1,0.07,0.89,0.03
2672,Fresh Wheat Pasta,Grain,297,6.6,48.9,7.6,7.6,3.3,2,0.33,2.44,0.76
2673,Crispy Sunflower Seeds,Nut/Seed,583,14.9,23.3,50.6,8.9,4.3,3,0.74,1.17,5.06
2674,Creamy Lamb,Meat,142,28.7,0.2,7.4,0.1,0.3,59,1.44,0.01,0.74
2675,Zesty Quinoa,Grain,260,11.8,48.0,6.7,3.8,3.2,4,0.59,2.4,0.67
2676,Whole Hot Sauce,Condiment,400,4.9,12.5,3.4,2.6,18.2,606,0.25,0.62,0.34
2677,Fresh Lamb,Meat,302,28.2,1.2,9.3,0.1,0.4,57,1.41,0.06,0.93
2678,Roasted Millet,Grain,345,11.7,49.0,3.3,6.0,1.8,8,0.58,2.45,0.33
2679,Hearty Cauliflower,Vegetable,54,1.6,7.6,0.5,4.0,2.8,15,0.08,0.38,0.05
2680,Toasted Turkey,Meat,263,21.5,1.0,19.6,0.1,0.4,52,1.07,0.05,1.96
2681,Zesty Black Beans,Legume,176,8.3,22.7,2.8,6.0,2.8,6,0.42,1.14,0.28
2682,Organic Yogurt,Dairy,173,8.3,26.3,0.7,0.0,6.7,686,0.42,1.31,0.07
2683,Whole Cream,Dairy,122,15.8,24.6,23.7,0.1,26.4,775,0.79,1.23,2.37
2684,Roasted Donut,Bakery,408,10.6,59.9,14.5,5.5,12.9,289,0.53,3.0,1.45
2685,Hearty Chicken Breast,Meat,220,29.5,0.3,9.9,0.1,0.5,60,1.48,0.01,0.99
2686,Grilled Sardines,Fish,199,18.8,0.1,7.4,0.1,0.0,85,0.94,0.01,0.74
2687,Whole Beet,Vegetable,31,1.3,10.4,0.3,4.8,1.2,30,0.07,0.52,0.03
2688,Tender Farro,Grain,340,13.0,71.8,7.7,2.4,1.1,5,0.65,3.59,0.77
2689,Spiced Lentils,Legume,162,11.1,22.8,0.9,5.2,1.6,7,0.55,1.14,0.09
2690,Toasted Mayonnaise,Condiment,4,4.8,11.4,40.0,1.5,13.1,1738,0.24,0.57,4.0
2691,Golden Apple Juice,Beverage,80,0.4,18.4,0.3,0.6,5.9,18,0.02,0.92,0.03
2692,Fresh Sausage,Meat,273,16.1,0.4,21.8,0.1,0.1,91,0.81,0.02,2.18
2693,Fresh Wheat Pasta,Grain,331,11.0,70.3,4.0,6.8,2.9,7,0.55,3.51,0.4
2694,Spiced Ham,Meat,310,16.7,0.9,19.4,0.0,0.4,54,0.83,0.04,1.94
2695,Tender Almonds,Nut/Seed,560,24.4,15.3,41.2,10.9,6.8,3,1.22,0.77,4.12
2696,Hearty Kidney Beans,Legume,160,7.6,19.4,1.9,8.2,1.0,7,0.38,0.97,0.19
2697,Organic Mayonnaise,Condiment,150,1.6,3.5,23.1,1.9,0.2,1469,0.08,0.17,2.31
2698,Smoked Tomato,Vegetable,49,2.5,11.3,0.5,2.8,4.7,20,0.12,0.57,0.05
2699,Tender Berry Mix,Fruit,63,1.3,18.5,0.2,3.3,10.8,3,0.07,0.93,0.02
2700,Creamy Sunflower Seeds,Nut/Seed,665,17.1,13.6,50.8,7.4,6.4,6,0.86,0.68,5.08
2701,Creamy Chocolate Bar,Snack,498,9.7,40.7,28.0,4.3,31.8,211,0.48,2.04,2.8
2702,Spiced Sardines,Fish,165,29.7,0.1,9.1,0.1,0.3,104,1.48,0.01,0.91
2703,Whole Mackerel,Fish,197,23.7,0.8,5.5,0.1,0.3,58,1.19,0.04,0.55
2704,Zesty Millet,Grain,364,7.5,52.7,7.5,3.0,1.4,2,0.38,2.64,0.75
2705,Tender Crackers,Snack,532,6.4,41.9,20.7,3.0,28.3,442,0.32,2.09,2.07
2706,Creamy Soda,Beverage,79,1.1,12.8,0.0,0.2,9.4,20,0.06,0.64,0.0
2707,Crispy Millet,Grain,257,12.1,67.3,4.0,3.5,1.0,2,0.6,3.36,0.4
2708,Roasted Salmon,Fish,173,21.4,0.2,8.5,0.1,0.2,119,1.07,0.01,0.85
2709,Zesty Bagel,Bakery,240,5.1,44.3,17.6,5.6,16.3,788,0.26,2.21,1.76
2710,Creamy Mayonnaise,Condiment,138,4.6,4.6,8.3,1.5,1.0,62,0.23,0.23,0.83
2711,Fresh Apple Juice,Beverage,67,1.0,18.9,0.6,0.8,0.8,51,0.05,0.94,0.06
2712,Creamy Spinach,Vegetable,55,1.8,7.7,0.4,3.2,4.3,6,0.09,0.39,0.04
2713,Whole Mackerel,Fish,125,25.3,0.5,7.8,0.2,0.4,99,1.27,0.03,0.78
2714,Tender Chickpeas,Legume,169,8.8,16.4,1.0,8.1,2.0,3,0.44,0.82,0.1
2715,Crispy Cod,Fish,123,20.6,0.3,13.3,0.1,0.2,98,1.03,0.01,1.33
2716,Grilled Donut,Bakery,288,10.5,35.4,15.1,5.9,23.3,622,0.53,1.77,1.51
2717,Smoked Soy Sauce,Condiment,126,2.4,28.4,5.9,1.6,0.5,1945,0.12,1.42,0.59
2718,Toasted Pinto Beans,Legume,113,8.9,19.0,2.6,11.4,1.7,3,0.45,0.95,0.26
2719,Hearty Grape,Fruit,34,1.2,12.4,0.6,1.5,5.9,2,0.06,0.62,0.06
2720,Spiced Couscous,Grain,293,13.6,56.1,6.3,6.8,3.9,4,0.68,2.81,0.63
2721,Smoked Walnuts,Nut/Seed,657,15.6,16.9,46.8,5.8,1.8,1,0.78,0.84,4.68
2722,Toasted Trout,Fish,151,26.7,0.4,13.0,0.2,0.1,52,1.33,0.02,1.3
2723,Creamy Bagel,Bakery,342,7.7,45.2,10.1,4.2,21.3,634,0.39,2.26,1.01
2724,Glazed Kiwi,Fruit,90,0.3,23.0,0.5,4.3,5.8,4,0.01,1.15,0.05
2725,Roasted Peach,Fruit,33,1.4,10.4,0.2,1.7,7.1,0,0.07,0.52,0.02
2726,Crispy Tomato,Vegetable,52,1.8,8.3,0.2,2.3,5.6,38,0.09,0.42,0.02
2727,Zesty Soda,Beverage,28,1.2,10.8,0.0,0.8,13.0,27,0.06,0.54,0.0
2728,Tender Crackers,Snack,400,5.0,49.2,24.7,4.6,19.9,575,0.25,2.46,2.47
2729,Fresh Kefir,Dairy,288,13.1,3.7,34.3,0.1,15.7,760,0.66,0.18,3.43
2730,Organic Cream,Dairy,271,3.8,28.0,13.8,0.2,29.3,620,0.19,1.4,1.38
2731,Golden Donut,Bakery,368,5.1,60.9,11.5,5.6,7.1,466,0.26,3.04,1.15
2732,Fresh Cream,Dairy,96,23.2,27.2,20.6,0.1,19.4,238,1.16,1.36,2.06
2733,Roasted Potato Chips,Snack,464,4.3,54.8,15.2,5.4,21.8,545,0.21,2.74,1.52
2734,Roasted Salad Dressing,Condiment,255,4.2,10.9,15.7,0.5,13.7,1207,0.21,0.55,1.57
2735,Zesty Pumpkin Seeds,Nut/Seed,600,23.1,16.4,46.1,7.0,3.0,2,1.16,0.82,4.61
2736,Golden Muffin,Bakery,378,9.2,35.5,3.2,5.8,20.1,747,0.46,1.77,0.32
2737,Creamy Cauliflower,Vegetable,22,2.7,7.0,0.1,2.6,5.0,8,0.14,0.35,0.01
2738,Toasted Berry Mix,Fruit,38,0.6,25.0,0.8,1.9,11.4,2,0.03,1.25,0.08
2739,Golden Soda,Beverage,7,0.6,0.7,0.5,0.9,0.6,9,0.03,0.03,0.05
2740,Roasted Broccoli,Vegetable,22,2.6,10.4,0.2,1.9,5.9,30,0.13,0.52,0.02
2741,Spiced Pistachios,Nut/Seed,533,18.3,20.4,57.5,5.1,6.4,4,0.92,1.02,5.75
2742,Whole Granola Bar,Snack,435,8.0,44.4,16.0,4.4,21.7,428,0.4,2.22,1.6
2743,Creamy Skyr,Dairy,269,19.1,29.0,27.1,0.0,28.5,548,0.96,1.45,2.71
2744,Golden Broccoli,Vegetable,41,2.0,4.7,0.3,5.5,5.7,37,0.1,0.24,0.03
2745,Zesty Soda,Beverage,18,1.3,7.3,0.8,0.2,12.0,49,0.07,0.36,0.08
2746,Whole Zucchini,Vegetable,20,1.4,11.7,0.4,3.3,5.4,12,0.07,0.58,0.04
2747,Grilled Mayonnaise,Condiment,252,1.8,18.9,35.2,0.7,4.2,2396,0.09,0.94,3.52
2748,Creamy Shrimp,Fish,113,23.4,0.9,8.4,0.1,0.4,105,1.17,0.04,0.84
2749,Fresh Salmon,Fish,206,29.5,0.1,3.5,0.2,0.3,74,1.48,0.01,0.35
2750,Golden Cashews,Nut/Seed,604,15.5,12.2,47.0,13.8,4.0,8,0.78,0.61,4.7
2751,Grilled Sausage,Meat,152,25.3,0.7,15.8,0.2,0.3,52,1.27,0.03,1.58
2752,Smoked Hot Sauce,Condiment,129,1.0,13.8,36.2,2.6,1.1,1085,0.05,0.69,3.62
2753,Organic Croissant,Bakery,364,9.9,61.2,15.0,3.4,10.6,523,0.49,3.06,1.5
2754,Whole Pork,Meat,151,26.2,0.6,10.3,0.1,0.1,99,1.31,0.03,1.03
2755,Fresh Navy Beans,Legume,122,9.5,17.7,2.0,11.2,1.7,1,0.47,0.89,0.2
2756,Zesty Zucchini,Vegetable,43,2.2,4.5,0.2,5.3,3.1,21,0.11,0.23,0.02
2757,Crispy Apple,Fruit,74,0.4,20.5,0.6,5.9,13.5,0,0.02,1.02,0.06
2758,Golden Donut,Bakery,399,9.9,63.1,12.3,5.4,13.1,493,0.49,3.16,1.23
2759,Fresh Water,Beverage,14,0.8,14.5,0.6,0.2,14.1,37,0.04,0.72,0.06
2760,Hearty Apple Juice,Beverage,72,0.9,2.0,0.6,0.8,1.3,13,0.04,0.1,0.06
2761,Tender Cheese,Dairy,310,23.2,34.1,29.4,0.0,22.1,222,1.16,1.71,2.94
2762,Creamy Cucumber,Vegetable,24,2.0,10.8,0.2,4.6,5.0,33,0.1,0.54,0.02
2763,Smoked Bread,Bakery,233,7.7,57.4,8.0,3.1,14.2,403,0.39,2.87,0.8
2764,Fresh Broccoli,Vegetable,48,2.1,4.4,0.3,2.3,5.1,39,0.11,0.22,0.03
2765,Glazed Peanuts,Nut/Seed,583,18.4,17.2,61.1,8.3,3.7,1,0.92,0.86,6.11
2766,Tender Soy Sauce,Condiment,56,1.2,4.9,3.7,2.6,4.8,1009,0.06,0.25,0.37
2767,Fresh Chickpeas,Legume,123,7.3,16.8,1.0,8.9,1.4,6,0.36,0.84,0.1
2768,Whole BBQ Sauce,Condiment,338,2.2,21.0,33.0,0.5,22.7,1412,0.11,1.05,3.3
2769,Smoked Wheat Pasta,Grain,344,10.9,68.7,5.5,2.1,4.3,0,0.55,3.44,0.55
2770,Organic Bread,Bakery,340,6.1,38.0,13.9,2.6,20.4,547,0.3,1.9,1.39
2771,Smoked Sardines,Fish,132,29.2,0.8,3.6,0.2,0.2,90,1.46,0.04,0.36
2772,Crispy Peanuts,Nut/Seed,604,24.2,9.4,52.1,6.8,1.8,8,1.21,0.47,5.21
2773,Glazed BBQ Sauce,Condiment,111,1.7,18.9,30.4,0.7,5.7,1838,0.08,0.94,3.04
2774,Whole Beet,Vegetable,47,2.5,7.0,0.5,3.3,5.1,16,0.12,0.35,0.05
2775,Glazed Kefir,Dairy,395,8.1,33.4,24.6,0.0,15.0,484,0.4,1.67,2.46
2776,Organic Milk,Dairy,117,18.4,10.9,5.3,0.0,9.7,354,0.92,0.55,0.53
2777,Roasted Lentils,Legume,139,11.6,16.9,0.9,11.9,2.2,12,0.58,0.84,0.09
2778,Zesty Iced Tea,Beverage,71,0.0,18.5,0.6,0.3,17.5,17,0.0,0.93,0.06
2779,Zesty Turkey,Meat,142,25.7,1.1,24.1,0.2,0.4,84,1.28,0.06,2.41
2780,Creamy Beet,Vegetable,58,2.3,7.9,0.2,3.7,5.1,12,0.11,0.4,0.02
2781,Toasted Navy Beans,Legume,172,7.8,22.9,2.4,6.9,2.9,11,0.39,1.15,0.24
2782,Toasted Kiwi,Fruit,58,0.6,23.1,0.6,2.1,12.7,4,0.03,1.16,0.06
2783,Organic Potato Chips,Snack,367,5.0,46.3,28.2,1.0,27.9,296,0.25,2.31,2.82
2784,Creamy Mackerel,Fish,126,21.8,0.1,6.6,0.1,0.3,118,1.09,0.01,0.66
2785,Smoked Kiwi,Fruit,62,1.1,13.9,0.4,1.3,11.1,2,0.06,0.7,0.04
2786,Organic Almonds,Nut/Seed,650,14.8,23.4,55.4,5.7,5.6,10,0.74,1.17,5.54
2787,Grilled Bread,Bakery,281,11.5,35.1,8.9,1.5,15.3,450,0.57,1.76,0.89
2788,Whole Lentils,Legume,171,9.0,26.4,1.8,7.5,0.8,11,0.45,1.32,0.18
2789,Crispy Peas,Legume,171,11.6,25.7,2.5,9.4,2.6,3,0.58,1.28,0.25
2790,Grilled Potato Chips,Snack,505,7.8,62.9,29.8,1.8,16.9,412,0.39,3.15,2.98
2791,Tender Kefir,Dairy,119,26.5,11.4,32.8,0.1,6.2,438,1.32,0.57,3.28
2792,Grilled Soy Sauce,Condiment,310,4.1,14.3,24.2,0.6,11.6,615,0.2,0.72,2.42
2793,Hearty Chickpeas,Legume,129,11.0,24.4,2.8,9.3,1.9,6,0.55,1.22,0.28
2794,Zesty Carrot,Vegetable,53,1.9,3.7,0.3,1.6,5.5,6,0.1,0.18,0.03
2795,Smoked Navy Beans,Legume,138,8.2,21.8,1.9,9.0,1.4,8,0.41,1.09,0.19
2796,Smoked Chicken Breast,Meat,257,29.0,0.0,15.0,0.1,0.3,88,1.45,0.0,1.5
2797,Spiced Energy Drink,Beverage,48,1.2,3.5,0.9,0.4,10.6,59,0.06,0.17,0.09
2798,Creamy Couscous,Grain,279,13.8,63.5,4.3,4.6,1.4,4,0.69,3.17,0.43
2799,Crispy Millet,Grain,300,9.5,47.1,5.7,11.2,4.4,10,0.47,2.35,0.57
2800,Tender Barley,Grain,366,13.2,56.1,7.7,2.9,2.4,1,0.66,2.81,0.77
2801,Fresh Salad Dressing,Condiment,20,2.9,20.4,16.0,0.7,4.5,1461,0.14,1.02,1.6
2802,Golden Wheat Pasta,Grain,336,13.1,72.0,6.1,9.5,2.4,10,0.66,3.6,0.61
2803,Whole Pear,Fruit,39,0.2,23.1,0.7,2.5,5.9,1,0.01,1.16,0.07
2804,Whole Sardines,Fish,149,26.8,0.0,9.5,0.2,0.3,108,1.34,0.0,0.95
2805,Golden Pretzels,Snack,414,5.6,62.5,25.6,3.2,29.0,667,0.28,3.12,2.56
2806,Roasted Kefir,Dairy,405,14.3,20.5,11.5,0.0,22.8,495,0.72,1.02,1.15
2807,Spiced Berry Mix,Fruit,86,1.2,19.2,0.8,2.6,10.2,4,0.06,0.96,0.08
2808,Toasted Peanuts,Nut/Seed,625,17.5,22.3,40.0,9.6,4.6,9,0.88,1.11,4.0
2809,Whole Muffin,Bakery,289,8.5,43.7,6.5,6.3,18.3,773,0.42,2.19,0.65
2810,Crispy Milk,Dairy,54,18.1,7.4,17.0,0.1,9.1,791,0.91,0.37,1.7
2811,Glazed Energy Drink,Beverage,72,0.6,10.6,0.6,1.0,16.0,6,0.03,0.53,0.06
2812,Golden Sunflower Seeds,Nut/Seed,605,22.0,8.9,43.8,7.4,1.5,1,1.1,0.45,4.38
2813,Whole Salad Dressing,Condiment,95,4.7,25.7,30.9,1.1,9.8,645,0.24,1.28,3.09
2814,Glazed Peach,Fruit,55,1.2,15.6,0.5,4.9,14.1,1,0.06,0.78,0.05
2815,Roasted Chickpeas,Legume,171,8.7,22.8,3.0,6.0,2.6,4,0.43,1.14,0.3
2816,Smoked Donut,Bakery,377,11.9,67.1,8.4,4.6,11.1,286,0.59,3.35,0.84
2817,Creamy Bulgur,Grain,333,6.2,57.7,5.8,5.9,4.0,4,0.31,2.89,0.58
2818,Roasted Oats,Grain,282,11.7,75.9,2.4,6.1,1.9,8,0.58,3.8,0.24
2819,Hearty Zucchini,Vegetable,37,1.5,6.9,0.6,4.2,1.6,36,0.07,0.35,0.06
2820,Zesty BBQ Sauce,Condiment,126,3.1,6.5,30.6,2.4,11.3,555,0.15,0.33,3.06
2821,Smoked Beef,Meat,203,26.9,0.3,18.9,0.0,0.0,61,1.34,0.01,1.89
2822,Golden Pistachios,Nut/Seed,603,24.1,11.5,46.9,12.3,3.7,10,1.21,0.57,4.69
2823,Glazed Grape,Fruit,58,1.1,22.7,0.7,3.9,5.0,1,0.06,1.14,0.07
2824,Smoked Cucumber,Vegetable,53,2.0,6.9,0.3,4.5,5.5,16,0.1,0.35,0.03
2825,Golden Bread,Bakery,338,7.8,41.1,14.9,5.9,3.4,683,0.39,2.06,1.49
2826,Glazed Peanuts,Nut/Seed,586,22.0,13.3,62.5,12.7,1.7,1,1.1,0.67,6.25
2827,Roasted Black Beans,Legume,160,11.0,22.6,2.0,7.0,1.8,4,0.55,1.13,0.2
2828,Zesty Pretzels,Snack,500,9.8,59.5,16.5,5.2,5.7,863,0.49,2.98,1.65
2829,Golden Granola Bar,Snack,351,4.3,47.0,24.7,5.7,34.1,326,0.21,2.35,2.47
2830,Hearty Apple,Fruit,45,1.0,21.3,0.4,3.7,15.0,2,0.05,1.06,0.04
2831,Whole Bagel,Bakery,367,10.9,68.2,10.3,4.9,7.9,799,0.55,3.41,1.03
2832,Toasted Zucchini,Vegetable,51,1.5,7.1,0.6,4.7,2.7,33,0.07,0.35,0.06
